class,conversation,synthetic
3,야 저기 거지 지나간다 어디? 오 야!!! 거지!!!!! 야 저 새끼봐라? 못들은척하네? 야!!! !!!! 앞에가는 거지새끼!!! 이젠 귀도 멀었냐!! 어쭈? 도망을가? 하 이새끼 어이없네. 니가 튀어봤자 어딜간다고 튀냐? 나 부른줄 몰랐어 나 부른 줄 몰랬어 구라치네 내가 니 이름도 불렀는데 못들었다고? 거지새끼 불렀잖아. 그래서 난 줄 몰랐어. 하 이새끼 어이없네. 야 너 맨날 후줄근하게 다니잖아 우리반에서 거지가 너말고 또 어딨냐? 앞으로 거지새끼하면 넌 줄 알고 똑바로 튀어와 진짜 어이가 없네 너 앞으로 거지라고 불렀는데 바로 반응안하면 쳐맞을 줄 알아라. 거지새끼가 따박따박 말대꾸나 쳐하기는.,no
1,저기요 혹시 가지마켓 뽀리님 맞으신가요? 아 네네 맞아요. 자전거 가지고 나오셨나요? 여기요. 혹시 모를 상태대비해서 제가 잡고 있을테니까 자전거 상태 확인해주세요. 넵. 아 역시 리미티드라 그런지 와 상태도 좋고 멋진데요? 그쵸 사실 이 자전거 원래 제가 1900만원 주고 구매했는데 더 좋은 주인 찾아 주려고 1000만원에 내놓은겁니다. 뭐 자전거에 관심 낳으실테니 잘 아시죠? 아 당연하죠. 저 어쩌피 이 자전거 너무 마음에 들어서 구매할테니까 타고 한 바퀴만 돌아볼게요. 흔들림 없는지 확인해봐야 해서 그럼 믿고 자전거에서 손 땔게요. 타다가 고장나셔도 사셔야 합니다. 넵 잠시만요 달려볼게요 으짜 오 완전 부드러운데 잘 나가는데요? 무게도 적당하고 그럼. 안녕히계세요 네? 저기요!!!! 돈 주고 가셔야죠!!!!! 도둑이야 도둑!! 도둑질 하시면 안되죠!!! 그니까 왜 저를 믿었어요?! 아무나 믿고 살지 마세요!! 그럼 진짜 안녕히 계세요!!!!,no
0,돈을 빌려갔으면 갚아야할거아냐 갚을게 갚을게 내가 지금 죽게 생겼어! 미안하게 됐네 자금이 막혀서 다필요없네 자네 콩팥이라도 떼주게 아니 왜그러나 친구 정신차리게 러다가 내가 죽게 생겨서 그러네 미안하네 나랑같이가세 얼른 마련할테니 조금만 기다려줘 더이상 못믿겠네 콩팥하나 떼주면 나도 깔끔하게 정리하겠네 미안하네.,no
1,어이 형씨 네?? 손님이신가요? 여기서 장사하려면 응당 땅값을 내야지 무슨소리세요? 여기 구청에 다 허가받은거예요 우리가 장사 잘되게 어? 순찰도 돌고 어? 아니 그걸 왜 부수세요! 말귀를 잘 못 알아듣네 으악 악 네네 얼마 드려요? 악 아이구 착하다 여기로 삼백 보내잉? 아니. 네 알겠습니다.,no
2,김대리 임마 너 실수좀 작작해 죄송해요 죄송하다는 말만 하면 끝이니 죄송합니다 나 참. 어이가 없네 앞으로 진짜 조심할께요 맨날 같은 소리. 그만좀해 죄송합니다 같은 실수 안하겠습니다 한 번만 더 내입에서 똑같은 소리나오게 해봐 네 알겠습니다,no
0,저기요 문 좀 열어주시겠어요? 네 누구시죠? 내 손에 든거 보이지? 좋은 말로 할 때 문 조용히 열어 소리지르면 바로 찌른다. 우리 들어가면 문 바로 닫아 네. 야 저기 저 개자식 엄청 짖어대네 잡아서 이 앞으로 데려다 놔 안돼요 제가 제일 의지 하는 반려견이에요. 참나 넌 지금 까딱하면 죽을 상황에서 그런 말이 나오냐? 뭘 원하시는 건데요. 너무 무서워요. 우리가 지금 경찰한테 쫒기고 있거든? 아무말도 하지말고 평소처럼 지내 딱 3일만 있다 나갈거니까 만약 누구한테라도 얘기하면 너가 제일 사랑하신다는 반려견은 당연하고 너도 바로 죽여버린다. 네. 말 하신대로 지낼테니 제발 흉기좀 내려주세요.,no
2,야 알바 너 과자 흐트러져 있는거랑 우유 비워져 있는거 안 채워? 아 몰랐어요. 죄송합니다. 지금 정리하도록 하겠습니다. 알바 너 그리고 누가 내가 일하는데 게임하고 대학 수업듣고 그러라고 했냐? 네.? 어떻게 아셨어요.? 그리고 근로계약서 작성할 때 손님 없는 시간에는 할 일 해도 된다고 하셨는데요. 뭘 내가 어떻게 알아. 그 는 뭐 허구한 날 너 지켜주려고 달아놓은거 같아? 야 그리고 내가 언제 할 일 해도 된다고 그랬어. 증거있냐? 사장님 로 보시고 일 시키시는거 불법이에요 모르세요? 그거 제가 신고하면 사장님 벌금 내셔야하는 일 이에요. 내가 내 알바 돈주고 쓰고 일 잘하는지 본다는데 그게 왜 불법이야? 너가 돈 받고 일 하면서 내내 농땡이 피우고 있잖아. 전 분명 해야할 일 다 했고 과자가 흐트러져 있는건 못 본 제 잘못이지만 매번 이렇게 로 감시 했다는 생각하니까 소름이 다 돋네요. 소름 돋아서 뭐 어쩔건데. 내가 시키는 일이나 제대로 해. 돈 안받고 싶어? 그리고 로 가끔 보지 니 사생활 하나하나 다 보지 않았으니까 착각하지 마. 됐고요. 계속 저를 감시했다는거에 큰 불쾌감을 느끼네요. 저 지금 알바 그만둘거니까 알아서 가게 와서 영업하세요. 그리고 로 지켜보고 계셨던거 신고할겁니다.,no
0,사장님 이 목걸이 얼마인가요? 현금가 기준 200만원입니다. 그래요? 그럼 현금영수증 안 할테니까 180에 해주세요. 네? 현금가에 적용이 되어서 200입니다. 아. 사장님 말이 안 통하시네. 요즘 장사 힘들어요 손님. 진짜 싸게 드리는 거에요. 그래요? 전 상관없고 180에 안 주시면 현금영수증 안 해준다고 신고할거에요. 네? 진짜 어려워요. 도와주세요. 법 대로 장사하셔야 하지 않겠어요? 그니까 좀 더 빼주세요. 알겠습니다.,no
4,내 휴대폰 어디에 갔을까? 처음 생각해서 여기 있었는데 그럼 지금 여기서 다시 설정해보자. 앱도 다시 연결될 거야. 그래서 다시 시작하는 건 어떨까? 이건 처음으로 이런 일이 생겼다니.,topic
1,민수야 나 수술비가 필요해서 그러는데 5만원만 빌려줄 수 있을까? 응? 안돼. 나 다음달 용돈 받기 전까지 힘들어 아. 나 수술해야하는데 당장 돈이 없어서 그래. 정말 미안해. 나 돈이 진짜 없어서 그래. 나도 돈이 없어 근데 수술을 또 해야하고. 좀 빌려주라. 미안해. 야. 너무하지 않어? 당장 수술하는데 병원비가 없어서 수술을 못잡는데 좀 도와줄 수 있잖아. 아니 그게 아니라 너 수술비 보태주면 나는 어떻게 벼텨. 퇴원해서 일해서 갚을게 그러면 되잖아 좀 빌려주라. 나 빨리 수술해야돼 알았어.,no
2,이봐!!!!김수근씨 네. 부장님. 이걸 지금 기획안이라고 낸거야! 아다시 해서 올리겠습니다. 입사한 지 얼만데 아직까지 이렇게밖에 못해!!! 죄송합니다. 다시 하겠습니다. 이래서 지방대 출신들은 이래서 출신이 중요하다니까 어디 지방대 출신따위가. 어휴 부장님그래도 말씀이 좀.,no
4,스트레스 받으세요. 를 해보세요. 심호흡 운동을 해보면 좋습니다. 몸과 마음을 편안하게 해줍니다. 가벼운 음악을 듣고 춤추는 것도 스트레스를 줄이는 데 도움이 됩니다. 일정한 수면 습관을 유지하면 스트레스를 더 잘 관리할 수 있습니다. 요가나 명상도 좋은 방법입니다. 마음을 차분하게 해줍니다. 자연 속에서 시간을 보내면 스트레스가 줄어듭니다.,topic
4,요즘 취미생활은 어떤 게 있지? 책 읽기와 그림 그리기 가끔 하네. 그리고 요리도 좋아서 새로운 레시피 시도해. 이렇게 바쁘게 보내는 시간이 참 재밌다. 취미 생활이 일상 좀 더 풍성하게 만들어줘. 이렇게 흥미로운 시간을 보내고 있어.,topic
0,너는 내 딸과 아내를 죽였어 그건 단순한 실수였습니다 제발 목숨만은 살려주세요 실수? 실수로 남에 가정을 파괴하고 실수라고 말한 거야? 그럼 나도 실수로 너에 아들을 찔러도 되겠네? 제발 제 아들은 살려주세요 모든 건 제 잘못이에요 그럼 내 딸과 아내는 잘못해서 죽은 거야? 제발 제발 한 번만 봐주세요 죄값을 치르겠습니다 너도 나랑 같은 고통을 받아야 죄값을 치르는 거 아니야? 제발 저만 죽여주세요 아니 너는 죽이지 않아 너에겐 선택권을 줄게 아내와 아들 누굴 죽일레? 저는.,no
3,야 너 어제 내 대신 동아리방 청소하랬지 아 맞다. 맞고싶냐?오늘 당장해라 알았어. 야 동방에 라꾸라꾸도 없던데 하나 사다놔 내돈으로? 어. 그럼내돈이냐? 나 돈없는데. 팍씨 너 이따 뒷골목으로 따라와 알았어,no
3,와 너 바지에오줌쌋니? 아 그런거아니야 그런거 아니긴 위치가 딱인데 이거는 아까 우유를 흘려서 야 오줌싸놓고 민망하니까 우유 핑계대는거아니냐? 그런거아니야 아니면 손이 병신이기라도해? 뭐? 우유가 왜미끄러져 말이 심하다.,no
0,야 임마 니 돈 안갚을래 무슨 소리세요 저 아세요? 와 나 어이가 없네 돈 갚아야 할 때가 되니까 모르는 척하는것 보소 뭔소릴 하는거야 나 돈빌린적 없어 내 보는 눈이 정확하거든 니 때문에 내 후배들이 얼마나 참교육을 당했는 줄 아나 닌 죽었다. 아니 사람 잘못 보셨다니깐요 왜그러세요 시끄러워 임마 때리지 마세요 사람 잘못 봐놓고 왜 폭행을 해요 뻔뻔한 자식 넌 불구로 만들어 줄게,no
2,씨 보고서 작성완료 했나요? 네? 그거 2시간 전에 주시지 않으셨나요.? 2시간이나 지났어? 그럼 완성 되야지 아직도 안했나? 기한이 급한지 몰랐습니다 최대한 빨리 하겠습니다 그럼 1시까지 해서 내 책상에 올려놓도록 하세요 네? 그러면 점심시간은. 그러게 진작 빨리빨리 해놨어야지 뭐했나요? 미리 기한을 말씀해주셨으면 빨리했을텐데요. 지금 내탓하는건가? 아 아닙니다.,no
0,난 그 돈이 필요해 그건 당신의 것이 아닙니다. 내 것도 아니구요 머리를 굴려봐. 너 머리 좋자나 저보고 죄를 지으라는 건가요?감옥에 갈 수도 있어요 난 돈을 원하고 넌 감옥에 가면 안되니까 잘 해야겠지 못합니다. 못해요 네 참하게 생긴 여동생 요즘도 그 회사 다니지? 뭐. 뭐라구요?? 곧 결혼한다는 얘기도 들리던데 오빠가 방해하면 되겠어?. 잘 생각해 .,no
4,"회사가 퇴근 시간이 다가왔어요? 네, 어제는 너무 바쁘서 잘 지내고 계셨나요? 네요, 오랜만이야. 그럼 퇴출금을 받을 때는 어떻게 해야 하나요? 주중에는 10분 정도 걸려서 가야 해요. 주말에는 20분 정도 나와요. 이게 ? 10 분이나 20 분으로? 그만큼 시간을 내면 되겠네요. 맞아요. 그리고 출사일도 미리 알려주세요. 저는 출사 전까지는 회사에서 더 많이 일하고 싶어요. 그럼 예약해서 주실래요? 다음 주 월요일에 출사하겠습니다. 네, 오늘 5시에 출사하면 됩니다. 그때부터는 퇴국할 거예요.",keyword with persona
3,야 이것좀 해줘. 이건 너가 할 일이잖아. 난 다른거 할거있어. 넌 거지라서 한가하잖아. 학원도 안다니고. 거지라니. 취소해줘. 거지 맞잖아. 너 무상급식 처먹는 사회에 쓸모없는 놈이잖아. 말이 너무 심하잖아. 그리고 너 엄마 없지? 다 소문났어. 정상인인 척 하지마. 역겨우니까. 공기 아까우니까 숨도 쉬지 말아줘. 그런. 하여튼 이것좀 부탁할게 어차피 한가하잖아 알겠지? 알았어.,no
4,여행지 추천해줘. 일본의 교토는 정말 아름답다. 나도 한번 가보면 좋을 것 같아. 코스도 비교적 저렴하니까 쉽게 다니기도 해. 여러 명이 함께 가면 더 즐거울 것 같아. 언제든지 생각하면 꼭 가봐야겠어.,keyword
0,야 민식아 너 몇달전에 빌린 내 돈 좀 다시 돌려줘야겠다. 내가 급해서 말이야 뭐 갑자기?? 나도 지금 쪼들린단 말이야. 세 달 뒤에 갚으면 안될까? 뭐? 내가 지금 다섯달 기다렸으면 많이 기다린 거 아니야? 서울 살면서 뭐가 쪼들려? 내가 빌려준 건 생각 안 하냐? 야 뭔 말을 그렇게 하냐 내가 그냥 가져 갔냐? 훔쳤어? 내가 다시 돌려준다고 했잖아 야 이게 미쳤냐? 니가 뭔데 언성을 높혀 뭐가 잘났다고! 참나 이거 본성 나오네. 나도 니 말고 빌릴 사람 많아. 그냥 빌린것도 아니고 이자 4씩 쳐준다고 했잖아. 됐고 두시간안에 빌린 돈 계좌로 입금안 하면 니 엄마 아빠 할아버지 동생까지 싹 다 농약 먹여서 죽여버릴거니까 생각 잘 해. 뭐? 이게 미쳤냐? 그러고도 너는 무사 할 거 같냐? 그럼 그냥 가족들이랑 영영 못 만나고 헤어지던가 알았어. 조금만 더 시간을 줘 가족들은 건들지 말아줘.,no
1,야 너네둘 일로와봐 왜 그러시는데요? 가지고있는 돈 얼마있냐? 하나도없어요. 뒤져서 10원이라도 나오면 맞을줄알아 사실 돈 있어요 근데 이거 학원비란 말이에요 좋은 말 할때 가지고와라 맞기전에 정말 안돼요 살려주세요 안되겠다 너오늘좀 맞자 드. 드릴게요 .,no
2,신입 일루와봐 네 무슨일이십니까 사장님 일처리를 왜 이따위로해? 잘못들었습니다 너가 이따위 학교 나와서 이따위로 일 처리하는거아니야? 죄송합니다 하여튼 쓸모없다니까 열심히 하겠습니다 죄송합니다,no
2,개발 2팀 이미나 대리 알아? 글쎄 이미나 대리가 지난달에 이혼했대. 진짜? 왜 이혼했대? 잘 모르겠는데. 어쨌든 그렇게 됐나봐. 어머. 불쌍하다. 그집 애도 있지 않아? 아마 둘일껄? 어떡하냐. 남편 전문직이라고 그렇게 좋아하더니 불쌍하다. 애들은 어쩌구. 불쌍하지 이제 혼자 벌어야 하니. 왜 이혼한거야? 바람피운거야? 글쎄 아마 그렇지 않을까? 요새 쎄컨 두는게 유행이니. 애들만 불쌍하지 뭐. 남이사 이혼하든 말든 무슨상관이야!!!!,no
2,유 대리. 지금 출근한 건가? 네 차장님 조금 전 출근했습니다. 지금 시간이 몇 시인데 지금 출근하는 거야? 정신을 대체 어디다 두고 다니는 거야? 죄송합니다 앞으로 조금 더 빨리 나오도록 하겠습니다. 유 대리 사원 때도 근태 불량하더니 승진하고도 고치지를 못하네. 지금 팀 바쁜 거 몰라? 알고 있습니다. 알고 있으면 원래 출근시간보다 더 빨리 나와서 도울 생각을 해야지 오히려 시간 맞춰 나오면 어쩌자는 거야? 정말 죄송합니다. 신입사원도 아니고 이런 걸 다 얘기해 줘야 하나 싶다 정말. 제가 앞으로 더 신경 쓰겠습니다.,no
4,안녕하세요! 잘못 걸린 걸요? 아마 잘못 걸린 번호일 텐데요. 다시 시도해볼까요? 혹시 다시 걸릴 수 있을까요? 잠시만 기다려 주세요. 다시 연결될까요?,topic
1,야 동생아 돈 좀 미안 나도 없어 형이 달라는데 미안해 아 짜증나네 다른사람한테 빌려 아 쳐 때리고싶다 안 돼 일로와바 미안.,no
